8.662512,11.587361,8.260921,13.795495,8.084889,17.280329,5.670297,11.424235,7.267554,9.066107,9.052577,15.700527,11.143932,12.667685,15.086518,11.888026,9.805231,-0.528345,10.730009,10.653152,9.024345,7.261268,5.682091,0.978717,12.489822,5.007504,12.787979,11.100430,15.005462,15.478241,4.983766,8.347073,11.748747,10.919037,12.734174,8.428381,13.447118,8.826371,7.697311,8.583253,12.344347,13.449265,7.345546,6.172889,14.090480,11.120077,15.061231,12.286788,12.456294,13.927390,9.345862,5.747264,8.955687,14.922844,14.738489,15.479482,10.635790,17.744948,12.400122,10.090194,10.506940,11.396079,16.522127,3.628614,4.025023,9.365376,12.099171,8.215719,2.998631,12.302079,4.360192,18.699037,11.595992,11.445094,17.031922,6.987427,11.763574,6.242664,14.881963,7.726277,4.531874,16.058029,20.342370,5.175037,11.095267,15.323484,12.721327,10.921437,12.304499,14.038864,11.677740,3.828301,17.396365,9.194827,7.008092,13.855107,10.196394,11.801505,2.289712,15.813075,15.824275,10.540457,5.517553,9.570389,4.636479,6.344640,13.984607,6.542710,14.706547,13.659217,8.247663,7.929317,12.747530,10.899373,13.607420,7.562716,7.423912,15.351640,10.580788,11.903307,6.532796,8.998939,9.264806,8.277866,14.435441,10.562315,4.087372,5.378759,9.556038,6.152241,7.171356,12.474524,6.771406,9.633040,13.300269,10.976051,13.448806,7.636683,7.688171,12.272059,8.955209,8.611054,12.975115,11.278856,12.771399,7.275889,12.179065,10.754137,11.255637,7.053156
6.471682,11.916603,14.588304,10.405653,5.052181,5.029437,9.739069,13.046318,9.160598,12.642588,7.284979,15.132199,9.246113,11.783163,15.186075,14.982814,6.941281,14.080691,18.252998,13.445780,17.163267,10.651829,9.751875,8.109436,20.062162,5.341917,17.237549,12.335944,6.529783,11.028858,9.248045,10.157504,8.872996,12.825081,13.439756,10.960285,12.662821,11.516524,17.732128,13.021577,11.586059,7.401502,13.654352,7.738596,14.675731,13.516296,11.445683,3.208656,10.650844,12.663220,16.221014,16.622154,5.971394,4.350545,15.378926,10.983918,15.754052,11.401793,9.690012,11.018723,14.213006,15.933756,7.697366,9.303369,17.144023,10.959302,11.871089,11.112814,17.287460,1.622968,10.451567,8.970532,14.844998,17.986694,13.119449,16.026442,5.223490,5.650070,14.868239,14.278585,9.998445,13.219649,6.167849,6.704225,10.648455,10.570523,12.770056,10.803270,9.619918,8.731156,10.205899,16.319740,11.680835,8.278729,8.673043,12.666121,13.220455,6.351937,10.237484,6.628607,6.239967,14.365450,5.980224,13.975039,8.107599,15.114143,10.252426,14.595586,5.757395,6.674613,10.860846,6.675493,11.887673,9.610081,12.275254,8.709359,5.212516,3.756630,11.534427,10.907762,13.869061,13.160752,9.567398,14.534899,5.884455,9.306354,10.240161,15.925325,8.270191,10.440973,7.267741,10.960053,7.714139,13.671991,3.949692,15.805781,11.976441,11.869942,14.293660,12.210121,12.448060,7.982492,14.533877,14.557399,12.180511,10.931495,3.899121,11.127575,7.966821,6.385304
14.258647,7.197968,15.075389,12.202979,7.903652,15.093722,8.877013,7.707553,15.394055,14.863560,3.455327,10.543939,6.982746,16.272536,14.847538,15.001316,8.394596,8.944207,15.706734,8.584701,5.945457,11.425962,8.560786,9.991657,16.142004,9.621530,6.333658,11.823938,14.240911,14.190142,10.604316,13.801736,13.868808,9.600599,12.441406,14.246144,11.795300,14.676241,6.957797,15.695609,16.061706,12.131149,14.452203,5.096300,10.193808,12.298628,10.366324,3.639330,2.141640,20.353144,5.060156,7.783924,8.054279,17.621635,7.866272,10.593864,14.856923,3.217214,7.896552,14.907034,9.365458,9.100741,17.196078,3.667564,10.749539,9.650254,4.836684,10.446131,3.738299,10.429556,2.811097,8.448213,11.674916,8.534022,16.067582,9.040841,11.305958,14.036460,10.111431,15.572391,7.933832,7.989285,7.505890,12.229241,10.130557,7.216578,10.671724,13.972672,8.485288,9.152476,11.671849,16.530275,5.201129,8.305279,13.095455,14.192257,5.556803,8.613940,6.687449,14.478913,12.026013,7.604847,14.150777,15.188789,9.923215,10.808046,8.155841,7.713150,6.036811,7.594136,8.128066,11.173287,12.173993,12.003480,10.998259,11.004926,12.180747,7.792022,11.312692,12.694205,15.475970,9.850704,6.694601,9.807281,7.613261,7.841067,18.238900,10.026826,4.742556,14.436424,13.439770,16.224594,11.061691,17.715708,8.231669,9.731624,12.185710,11.208233,13.103037,7.531244,12.273070,10.582426,8.660857,8.950417,7.291538,9.136463,10.090729,4.660051,14.027688,10.580480
6.603134,11.641420,11.960106,8.822811,7.274995,13.027928,16.026759,2.933977,13.045997,10.180260,8.304435,13.040020,14.256059,16.887073,11.247341,12.799461,12.113172,9.929300,10.762944,13.999441,14.771677,3.788562,10.331094,8.805285,8.715191,17.591358,14.061652,18.056819,13.001365,14.785980,11.436265,11.243863,5.982944,10.171684,10.396007,7.634940,1.815995,10.954998,14.460071,14.296194,12.903707,3.700750,7.187118,10.978309,9.656921,7.649089,10.724823,9.328920,13.139016,2.931792,12.102627,13.837968,10.269808,6.641048,11.034867,13.164380,8.769475,14.673578,12.522435,10.358092,7.685574,10.035075,7.894172,11.253888,10.382938,13.025572,17.030713,14.199342,13.210006,5.747350,12.406429,11.485199,9.283658,11.155732,13.788044,11.149974,12.294426,10.372830,10.784467,12.850562,7.199083,8.893569,10.937017,13.512628,5.006311,8.737446,15.219865,14.529964,4.578202,8.863189,13.685588,11.997937,3.688066,8.891294,10.028008,7.177082,8.965648,3.404381,13.556040,4.735911,4.639632,16.050748,8.089614,11.460522,13.145254,4.238222,6.142327,10.418043,15.055907,11.441387,7.996933,8.560190,4.315883,9.656071,6.420071,14.788772,19.940489,6.593211,15.051001,4.653093,14.265114,16.141797,17.103315,12.217511,12.092692,15.333929,9.143430,11.942876,13.022191,13.303471,15.359429,5.115519,17.449146,7.477655,11.829949,12.107540,9.270893,4.613797,9.735470,16.583756,7.599547,6.481026,11.115168,15.595631,13.260213,12.861464,11.846278,14.330313,8.906476,8.755463
7.975887,9.246676,11.228040,11.545487,7.295548,9.110509,14.102838,14.452511,8.012898,7.232741,11.788704,8.490099,15.423344,12.734131,11.262274,12.685315,8.017259,11.270225,16.495516,4.661890,11.915796,5.075470,16.954469,11.146316,7.362596,13.439793,13.617516,14.918833,13.503363,12.705235,6.246186,9.668045,5.896683,14.967989,9.150280,6.284448,14.664445,8.295836,8.131755,11.494379,13.510199,10.837161,20.429744,5.208616,10.776899,11.736359,9.089485,11.948598,15.423810,9.446038,12.245760,11.230404,8.667543,8.160911,16.014512,11.740046,8.768161,9.626884,10.453057,11.714241,7.334223,9.365313,14.138106,7.908706,7.229396,14.774484,3.419955,13.969146,8.419193,6.757888,10.434473,11.640915,15.822893,12.116162,11.642648,7.510598,6.819412,9.236033,10.285171,11.268029,9.187243,12.472100,0.957487,11.421030,14.635541,6.373221,11.191370,16.616301,11.426666,10.710882,8.519126,14.475788,5.414290,9.608694,10.300261,11.863923,10.464842,19.101110,10.312619,14.622198,4.611817,6.736488,13.017832,13.560379,14.156463,10.670486,12.614553,12.965363,8.231843,11.451464,12.001012,15.299548,11.942312,9.169993,13.933152,6.575992,8.355396,12.100016,14.471529,5.070055,9.661743,9.550188,10.187989,12.192052,7.132702,10.866132,10.144745,11.221784,12.226948,7.612057,12.145915,10.592911,11.588768,8.985342,13.569272,7.899727,10.129792,14.671409,9.663572,9.770574,7.190687,8.873535,9.623072,13.144437,11.391999,9.155399,12.166540,9.130748,14.147968,13.239765
14.741958,10.814622,5.693949,7.403587,17.497427,12.510107,8.188186,10.257423,9.716039,11.929370,15.398194,4.747304,11.953346,5.942094,11.136882,7.891286,11.688668,11.764544,8.624427,14.982151,10.926244,11.438368,11.800621,12.623939,15.208187,10.398290,18.724513,12.293811,9.702749,10.792846,9.971901,14.523711,5.263210,13.309776,11.496673,8.162607,11.520572,7.612156,9.142046,16.497334,11.579006,11.632303,4.211849,19.363398,13.973093,7.580457,9.866923,17.554316,10.235977,16.009452,12.667203,8.161087,3.157767,5.907940,15.457846,6.156419,7.812321,8.561477,16.721509,10.940049,10.633637,10.540536,7.000610,12.431374,13.118576,5.721823,11.293891,11.517774,18.024532,16.173177,11.902221,12.813335,7.408113,9.643576,15.679249,9.437012,10.169945,8.907623,15.959383,8.321952,11.923848,14.792490,17.071310,5.331885,12.369535,17.866746,11.732123,17.805716,8.922371,10.017450,13.990537,6.652440,13.087137,8.865555,9.953236,21.124488,13.459677,14.256513,3.664645,9.479556,10.510865,5.484797,7.867294,13.229803,14.877290,15.896383,10.309882,13.882104,12.718444,4.656906,13.905849,14.569554,9.643969,2.952283,6.390614,10.348402,4.655469,9.161210,8.844342,13.112247,14.221706,14.906706,11.188435,4.017490,9.475710,12.695670,8.917816,5.556833,8.962647,16.044404,9.889558,13.277080,9.086910,8.381915,10.090616,13.163289,9.416616,6.084992,11.446683,14.498214,13.650763,8.769702,11.382752,3.077110,12.007323,7.749568,10.895932,11.600378,10.433100,8.569769
8.983906,9.863373,12.956358,13.418157,13.966641,6.083277,15.263778,6.663625,13.183593,10.589055,8.323004,10.157501,14.521498,12.214364,16.953620,11.050749,12.221396,9.436450,5.325048,10.682903,12.589003,6.412054,14.490032,10.096940,3.177964,16.770556,16.890728,16.477546,12.221740,7.467005,6.139739,12.512940,12.313497,12.544904,7.845520,12.462927,10.610883,5.209386,17.955260,2.895823,16.266584,16.373228,2.128423,8.308178,18.874841,2.355278,3.642068,10.651173,16.101363,8.866766,12.507026,9.759473,11.790564,11.016869,12.112892,13.895529,11.726929,11.607486,16.781367,7.748752,8.763888,7.109346,8.905968,17.179384,10.045996,3.675495,15.589287,10.880857,15.780365,3.923996,10.152129,17.474780,13.564659,14.274335,8.900190,12.019225,10.618762,15.873666,8.850349,5.469210,14.911791,11.496284,5.166416,7.093604,3.306196,16.633996,7.022112,9.294819,3.801633,11.845539,10.441181,6.079385,8.272262,13.398607,5.457403,14.486341,11.950114,6.909007,9.523787,13.740460,3.826754,9.743531,8.998716,9.455743,8.517425,8.310087,7.574325,8.263191,8.959528,13.820551,15.347750,10.740963,10.751748,7.671542,9.588120,12.693153,13.368389,10.528255,10.664048,11.555434,15.452937,9.960788,11.544638,10.646268,12.637544,9.637339,2.786030,3.223629,13.981471,9.303945,12.866710,9.171304,8.842557,15.003053,6.582686,5.826655,8.675314,9.510617,8.067602,12.814828,9.939517,9.658084,5.474866,5.554037,14.504901,7.869745,9.631458,14.164885,5.537389,11.183823
17.735196,11.876319,13.781992,9.451171,10.253396,9.680143,12.379861,10.265936,6.454302,9.874593,4.045900,9.785965,14.713529,7.385887,9.513210,12.119306,8.428096,14.244287,9.868314,11.097565,10.445937,9.427823,9.530550,13.967853,9.111883,8.913412,7.058340,11.880209,11.721095,12.775527,11.672258,13.403950,7.263321,11.374052,12.956273,9.142274,13.282875,9.211974,15.007484,13.375753,13.165422,10.166428,13.768080,18.316410,4.965336,13.254555,8.456328,7.091383,9.968682,19.763245,8.568989,8.429064,10.015080,2.722031,11.508341,10.832110,7.833482,8.912767,9.673569,8.399658,8.585836,12.266377,13.293378,15.751742,2.571978,14.813545,12.444118,15.524572,13.878049,10.635895,13.576002,5.707405,16.699786,14.228554,12.713800,10.642701,15.601787,10.197391,12.387518,16.774453,11.137932,8.630083,9.473289,9.629657,13.765607,15.310505,5.050519,10.133736,11.796606,13.679709,12.577126,4.232081,13.018921,5.959418,11.022501,15.026987,6.140892,12.420024,8.192011,13.326433,6.345425,11.078972,17.158962,14.950877,13.891426,9.983679,8.754115,15.020069,9.856906,11.212958,12.278983,10.995051,11.397727,9.128656,10.252899,5.844331,11.300834,15.321224,13.442381,3.594897,13.827993,10.106098,7.029482,8.720309,10.169277,12.854245,10.598955,15.375274,19.575350,7.385977,17.286078,12.641226,6.606901,11.258080,7.305806,15.194889,15.940124,14.631909,10.620295,10.841940,10.453035,8.474864,9.951769,10.929199,4.798396,9.587190,13.271227,13.312823,9.763311,10.558369
15.743580,13.989776,18.205717,9.850244,11.362607,14.511191,9.552957,11.683734,13.355138,10.863026,8.166137,8.128125,11.876670,12.382275,15.012016,12.646672,11.728560,14.734066,15.080032,4.912596,7.425820,9.881582,12.820227,7.112162,13.778137,11.287836,9.369423,13.525050,9.008694,11.523510,10.518062,9.042867,9.996275,10.890284,10.571655,14.845800,16.396291,9.464599,12.189387,7.939994,18.019349,10.152522,10.478409,11.460687,4.407100,7.386584,10.194243,15.328105,13.852844,6.381968,12.320121,9.211841,12.413816,13.300885,15.202853,9.838827,11.281772,7.662162,10.015289,8.627348,16.259182,8.946035,8.314559,14.008395,14.523788,8.073006,13.265154,12.509016,11.223346,8.049648,7.549891,8.702540,7.302570,13.240055,13.153751,8.761197,10.641562,12.527469,14.777401,8.251495,10.175375,5.481625,13.298103,12.836862,9.791614,15.606060,5.488677,15.748065,7.815023,11.376691,7.624789,11.698823,10.665451,15.561182,14.275930,9.025652,3.798810,14.612358,5.405717,11.018791,8.506668,11.095689,9.839317,11.369035,10.796931,12.845419,9.496977,10.740735,4.950247,15.182843,18.917634,6.025028,12.789091,12.020288,10.434404,11.889123,8.093738,6.658635,11.315101,12.466768,11.408968,13.137866,7.495202,11.132149,13.234868,8.893805,4.221424,3.873683,7.692422,7.815808,11.926846,16.333481,2.677560,7.830612,13.343010,8.842780,12.913342,5.919603,11.085884,14.935597,10.334800,16.859652,6.381839,14.826170,10.164164,9.189462,11.937821,8.865602,8.800505,10.655491
15.751311,14.283376,11.921522,8.721069,7.743318,9.813712,14.952133,9.623070,8.419500,11.392170,11.841218,6.632599,14.182273,9.398842,12.776137,8.820269,6.792747,7.933467,16.226447,8.767790,12.823194,14.927033,12.353221,17.445099,11.254042,8.902383,10.625954,6.621582,11.040433,14.379497,12.909022,15.538444,5.772676,6.205248,13.775195,14.840755,3.779677,8.072452,12.862902,10.978086,4.103097,12.160627,14.664043,8.386932,16.710482,11.456484,10.340214,5.799546,13.727183,13.420199,12.556256,16.559033,9.142712,9.398480,10.803765,6.345687,14.729934,6.820874,10.766884,12.766769,10.500577,19.617500,7.980869,11.837139,16.631003,13.522411,14.477865,6.202835,12.052953,13.751093,14.989434,11.585515,9.696409,12.630257,11.982389,14.269888,3.372733,7.449964,8.279247,11.456358,7.928454,18.948567,10.754891,14.375382,16.059098,9.945368,11.249757,11.652254,12.989814,11.468481,6.730033,9.088479,17.172893,5.605153,12.729752,13.614823,8.052178,8.830398,7.988938,11.695205,8.986551,7.668421,5.128030,11.031269,8.073552,13.452576,11.719316,16.866548,15.278494,10.024083,12.434064,3.213587,7.307591,19.097480,10.015121,13.612958,6.951904,14.619107,4.668782,9.337681,10.504888,10.852888,10.332125,8.310529,7.556871,12.006442,8.183681,10.845166,14.798991,11.082593,12.907277,8.797415,8.006820,8.397199,3.962252,12.671813,11.400654,7.929303,7.016174,7.990842,16.770743,9.701943,9.781952,8.598089,9.918559,10.189472,12.270376,11.140939,7.365742,12.864284
